,Name,new_lang,ISBN,Geocode,Adress,description
303,Ik krijg je wel,nl,9789044350968,"52.1150282, 5.090746399999944",Prinses Irenelaan 29 3554 HA Utrecht,No description is available
304,Het tere kind / druk 1,nl,9789044332506,"52.1150282, 5.090746399999944",Prinses Irenelaan 29 3554 HA Utrecht,No description is available
305,"Ben niet bang voor de wilde dieren: over spinnen, slangen, haaien en andere griezels",nl,9789025767600,"52.1150282, 5.090746399999944",Prinses Irenelaan 29 3554 HA Utrecht,No description is available
306,De belofte (Kid lawyer-serie),nl,9789022998939,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
307,Manhattan Beach,nl,9789029514545,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
308,Zwartkonijn,nl,9789061699316,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
309,Code: (Virals 3) (Tory Brennan),en,9780099543855,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht","FOR USE IN SCHOOLS AND LIBRARIES ONLY. Tory and the rest of the Virals are put to the ultimate test when they find a geocache containing an ornate puzzle box. Shelton decodes the cipher inside, only to find more tantalizing clues left by """"The Gamemaster."""" A second, greater geocache is within reachif the Virals are up to the challenge. But the hunt takes a dark turn when Tory locates the other boxit contains a fake bomb, along with a sinister proposal from The Gamemaster. Now, the real game has begun: another bomb is out therea real oneand the clock is ticking."
310,Meter per seconde: roman,nl,9789492068576,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
311,JONGEN DIE HELDER ZAG,nl,9789020256062,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
312,De zegeningen van het moederschap,nl,9789026940712,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
313,Mockingjay (The Hunger Games),en,9780439023511,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht","Against all odds, Katniss Everdeen has survived the Hunger Games twice. But now that she's made it out of the bloody arena alive, she's still not safe. The Capitol is angry. The Capitol wants revenge. Who do they think should pay for the unrest? Katniss. And what's worse, President Snow has made it clear that no one else is safe either. Not Katniss's family, not her friends, not the people of District 12. Powerful and haunting, this thrilling final installment of Suzanne Collins's groundbreaking <i>The Hunger Games</i> trilogy promises to be one of the most talked about books of the year."
314,Catching Fire (The Hunger Games),en,9780439023498,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht","Against all odds, Katniss Everdeen has won the annual Hunger Games with fellow district tribute Peeta Mellark. But it was a victory won by defiance of the Capitol and their harsh rules. Katniss and Peeta should be happy. After all, they have just won for themselves and their families a life of safety and plenty. But there are rumors of rebellion among the subjects, and Katniss and Peeta, to their horror, are the faces of that rebellion. The Capitol is angry. The Capitol wants revenge."
315,Huid,nl,9789024530687,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
316,Duizend schitterende zonnen,nl,9789023477426,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
317,"GETUIGE, DE",nl,9789077669129,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
318,Schaduw,nl,9789401609012,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
319,EXPLOSIEF,nl,9789029057776,"52.1183081, 5.097703700000011","japuradreef 147, Utrecht",No description is available
320,Zo anders,nl,9789020535686,"52.1142319, 5.0816272","Adriaan Mulderstraat 56, Utrecht, ",No description is available
321,Ravelstein (Penguin Great Books of the 20th Century),en,9780141001760,"52.1142319, 5.0816273","Adriaan Mulderstraat 56, Utrecht, ","Abe Ravelstein is a brilliant professor at a prominent midwestern university and a man who glories in training the movers and shakers of the political world. He has lived grandly and ferociously-and much beyond his means. His close friend Chick has suggested that he put forth a book of his convictions about the ideas which sustain humankind, or kill it, and much to Ravelstein's own surprise, he does and becomes a millionaire. Ravelstein suggests in turn that Chick write a memoir or a life of him, and during the course of a celebratory trip to Paris the two share thoughts on mortality, philosophy and history, loves and friends, old and new, and vaudeville routines from the remote past. The mood turns more somber once they have returned to the Midwest and Ravelstein succumbs to AIDS and Chick himself nearly dies.Deeply insightful and always moving, Saul Bellow's new novel is a journey through love and memory. It is brave, dark, and bleakly funny: an elegy to friendship and to lives well (or badly) lived."
322,Het leven is vurrukkulluk,nl,9789403117409,"52.1142319, 5.0816275","Adriaan Mulderstraat 56, Utrecht, ",No description is available
323,The End of the Affair,en,9780099478447,"52.1142319, 5.0816276","Adriaan Mulderstraat 56, Utrecht, ","With a new introduction by Monica AliThe love affair between Maurice Bendix and Sarah, flourishing in the turbulent times of the London Blitz, ends when she suddenly and without explanation breaks it off. Two years later, after a chance meeting, Bendix hires a private detective to follow Sarah, and slowly his love for her turns into an obsession."
324,De kraai,nl,9789059651234,"52.1142319, 5.0816277","Adriaan Mulderstraat 56, Utrecht, ",No description is available
325,Een kamer met uitzicht (L.J. Veen klassiek),nl,9789020409420,"52.1142319, 5.0816278","Adriaan Mulderstraat 56, Utrecht, ",No description is available
326,Wetten van verraad,nl,9789022993835,"52.1142319, 5.0816279","Adriaan Mulderstraat 56, Utrecht, ",No description is available
327,Lange benen maken,nl,9789026917912,"52.1142319, 5.0816280","Adriaan Mulderstraat 56, Utrecht, ",No description is available
328,"Lelieblank, scharlakenrood (Dutch Edition)",nl,9789057590603,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
329,Brandende liefde,nl,9789023457701,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
330,Het duister dat ons scheidt (Colibri-bibliotheek),nl,9789462371408,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
331,Leon & Juliette,nl,9789059655133,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
332,Zomertijd (Dutch Edition),nl,9789400507524,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
333,Onderhuids,nl,9789026343018,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
334,Liefdessprookje,nl,9789492068927,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
335,Het familieportret (Dutch Edition),nl,9789022557914,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
336,Een film met Sophia,nl,9789049808532,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
337,Zoete tranen,nl,9789044323832,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
338,Trotter Griekenland,nl,9789020968675,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
339,"Swiss People of Austrian Descent: Austrian Expatriates in Switzerland, Wolfgang Pauli, Rainer Maria Rilke, Maximilian Schell, Rudolf Hilferding",en,9781156100479,"52.1160394, 5.079150299999999",La Croixstraat utrecht,"Chapters: Austrian Expatriates in Switzerland, Wolfgang Pauli, Rainer Maria Rilke, Maximilian Schell, Rudolf Hilferding, Johannes Mario Simmel, Bertha Diener, Felix Salten, Gottfried Von Einem, Julius Pokorny, Eugenie Schwarzwald, Lilly Steinschneider, Tilla Durieux, Leopold Lindtberg, Ernst Marischka, Alfred Polgar, August Breisky, Walter Breisky, Regina Ullmann, Ernst Sigismund Fischer. Source: Wikipedia. Pages: 83. Not illustrated. Free updates online. Purchase includes a free trial membership in the publisher's book club where you can select from more than a million books without charge. Excerpt: Alfred Polgar (name at birth: Alfred Polak , pseudonyms: Archibald Douglas , L. A. Terne ; born 17 October 1873, Leopoldstadt - 24 April 1955, Zürich ) was an Austrian -born journalist , one of the renowned wits of the Vienna coffeehouses . He left Austria in 1938, and later worked in Hollywood . He was known as a drama critic , in Berlin 1925 to 1933, and an essayist. He died in Zurich. Notes Websites (URLs online) Polgar and Polak A hyperlinked version of this chapter is at August BreiskyProfessor August Breisky (March 25, 1832, Klattau (Klatovy ), Bohemia (now Czech Republic ) May 25, 1889)He studied medicine in Prague. M.D. degree in 1855. Ordinary Professor of Obstetrics and Gynaecology to the Surgical School of Salzburg in 1866. Ordinary Professor of Obstetrics and Gynaecology Medical Faculty of Berne (1867-1874). Ordinary professor of obstetrics and gynæcology in Prague (1874-1886). His first work there was to introduce the strict practice of antiseptic principles. From October 1886 professor of the second obstetrical clinic at the Vienna General Hospital References (URLs online) BreiskyA hyperlinked version of this chapter is at Bertha Eckstein in 1902Bertha Eckstein-Diener , also known by her American pseudonym as Helen Diner (born March 18, 1874, Vienna - died February 20, 1948, Geneva ) was an Austrian writer, travel journalist, feminist historian and ..."
340,Ken je me nog?,nl,9789044320558,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
341,"Oplossingen: het leven, mijn handreiking",nl,9789038806594,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
342,Bridget Jones: het nieuwe dagboek,nl,9789044601619,"52.1160394, 5.079150299999999",La Croixstraat utrecht,/ 9789053338780 / Literature translated into Dutch / Nederlands / Dutch / Néerlandais / Niederländisch / paperback / 13 x 20 cm / 365 .
343,Dubbel feest!,nl,9789044324129,"52.1160394, 5.079150299999999",La Croixstraat utrecht,No description is available
344,Nachthandel (Jack Reacher) (Dutch Edition),nl,9789024578542,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
345,TEMPEL VAN MIJN GEZEL 089,nl,9789062653041,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
346,RIVALEN,nl,9789027451774,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
347,"De straatvogel: [een zaak voor Nederlands beroemdste politieduo, i.e. Grijpstra en De Gier] (Zwarte beertjes)",nl,9789044923377,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
348,Hertog van Egypte,nl,9789021475455,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
349,Kikker is mijn vriendje: knisperboekje (Mijn kikker knisperboekje),nl,9789025874681,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
350,De echo van de schuld,nl,9789044321432,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
351,Het testament,nl,9789022987322,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
352,De geheime club van de oude wilg (Het huis Anubis),nl,9789462773554,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
353,Helliconia zomer,nl,9789027423948,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
354,De wandelaar Feesteditie,nl,9789045701387,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
355,Bij de meester achterop (Lotje),nl,9789068221923,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
356,Een kroontje voor prinsje Alexander / druk 1,nl,9789047508076,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
357,Als het zaterdag wordt,nl,9789026338236,"52.086810363118616, 5.08160364838659",Catharina van Renneslaan 27 3533SB Utrecht,No description is available
